vehicle_number,total_violations,first_violation,last_violation,unique_zones,top_zone,vehicle_type,top_violation_type,span_days,violations_per_month,rank
FKN00GL57093,5,2023-12-02,2024-01-01,2,Hebbala,SCOOTER,NO PARKING,31,4.84,2712
FKN00GL57080,5,2024-03-17,2024-03-18,2,Electronic City,LGV,WRONG PARKING,2,75.0,2713
FKN00GL57058,5,2023-12-19,2024-04-05,1,City Market,PASSENGER AUTO,WRONG PARKING,109,1.38,2714
FKN00GL117490,5,2023-12-12,2024-03-05,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,85,1.76,2715
FKN00GL11735,5,2023-11-23,2024-01-24,1,Shivajinagar,PASSENGER AUTO,NO PARKING,63,2.38,2716
FKN00GL11718,5,2024-01-06,2024-02-15,1,Pulikeshinagar(F.Town),CAR,WRONG PARKING,41,3.66,2717
FKN00GL117021,5,2023-11-15,2024-01-04,1,Rajajinagar,CAR,WRONG PARKING,51,2.94,2718
FKN00GL11699,5,2024-01-19,2024-03-11,1,Magadi Road,LGV,WRONG PARKING,53,2.83,2719
FKN00GL11695,5,2023-11-15,2024-03-01,1,HAL Old Airport,SCOOTER,WRONG PARKING,108,1.39,2720
FKN00GL11693,5,2024-01-08,2024-02-22,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,46,3.26,2721
FKN00GL35380,5,2024-03-13,2024-03-13,1,Chikkajala,CAR,WRONG PARKING,1,150.0,2722
FKN00GL15017,5,2024-01-23,2024-03-02,2,Upparpet,MOTOR CYCLE,WRONG PARKING,40,3.75,2723
FKN00GL1501,5,2023-11-29,2023-12-29,1,High ground,SCOOTER,WRONG PARKING,31,4.84,2724
FKN00GL14986,5,2023-11-17,2024-01-27,1,Upparpet,CAR,NO PARKING,72,2.08,2725
FKN00GL14966,5,2024-01-23,2024-01-23,1,Hebbala,SCOOTER,NO PARKING,1,150.0,2726
FKN00GL149534,5,2023-12-11,2024-01-16,2,K.R. Pura,PASSENGER AUTO,WRONG PARKING,37,4.05,2727
FKN00GL35887,5,2024-03-07,2024-04-06,1,K.R. Pura,SCOOTER,PARKING IN A MAIN ROAD,31,4.84,2728
FKN00GL3586,5,2024-01-16,2024-03-19,2,Vijayanagara,SCOOTER,NO PARKING,64,2.34,2729
FKN00GL3579,5,2023-11-23,2024-03-15,1,Vijayanagara,MOTOR CYCLE,NO PARKING,114,1.32,2730
FKN00GL35783,5,2023-11-12,2024-02-07,2,Upparpet,MOPED,NO PARKING,88,1.7,2731
FKN00GL35681,5,2024-01-18,2024-02-27,2,Chikkajala,CAR,WRONG PARKING,41,3.66,2732
FKN00GL35652,5,2024-02-13,2024-02-24,1,Sheshadripuram,MOTOR CYCLE,NO PARKING,12,12.5,2733
FKN00GL35644,5,2023-11-14,2024-02-20,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,99,1.52,2734
FKN00GL35472,5,2024-01-24,2024-03-23,1,Jeevanbheemanagar,MOTOR CYCLE,NO PARKING,60,2.5,2735
FKN00GL35396,5,2024-03-13,2024-03-13,1,HAL Old Airport,PASSENGER AUTO,NO PARKING,1,150.0,2736
FKN00GL57446,5,2024-01-06,2024-03-01,1,HAL Old Airport,SCOOTER,NO PARKING,56,2.68,2737
FKN00GL35367,5,2024-02-13,2024-03-28,1,HAL Old Airport,SCOOTER,WRONG PARKING,45,3.33,2738
FKN00GL3523,5,2024-01-30,2024-03-12,1,HAL Old Airport,SCOOTER,WRONG PARKING,43,3.49,2739
FKN00GL3520,5,2024-01-28,2024-01-30,1,Shivajinagar,CAR,WRONG PARKING,3,50.0,2740
FKN00GL35163,5,2023-12-02,2024-03-31,1,Upparpet,PASSENGER AUTO,WRONG PARKING,121,1.24,2741
FKN00GL35014,5,2024-02-11,2024-04-03,1,Rajajinagar,JEEP,WRONG PARKING,53,2.83,2742
FKN00GL34678,5,2024-01-20,2024-03-18,1,Chamarajpet,LGV,WRONG PARKING,59,2.54,2743
FKN00GL34661,5,2023-12-08,2024-03-01,1,Malleshwaram,CAR,NO PARKING,85,1.76,2744
FKN00GL57590,5,2024-02-23,2024-03-14,2,Mahadevapura,MAXI-CAB,NO PARKING,21,7.14,2745
FKN00GL5757,5,2024-01-25,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,48,3.12,2746
FKN00GL5753,5,2024-01-08,2024-02-02,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,26,5.77,2747
FKN00GL116513,5,2023-11-17,2023-12-29,1,High ground,SCOOTER,WRONG PARKING,43,3.49,2748
FKN00GL11644,5,2024-01-11,2024-03-01,1,HAL Old Airport,MOTOR CYCLE,PARKING IN A MAIN ROAD,51,2.94,2749
FKN00GL116393,5,2023-12-01,2024-01-05,1,High ground,MOTOR CYCLE,WRONG PARKING,36,4.17,2750
FKN00GL116366,5,2023-11-15,2023-12-28,1,Upparpet,SCOOTER,WRONG PARKING,44,3.41,2751
FKN00GL116361,5,2023-11-26,2024-01-27,1,Upparpet,MOTOR CYCLE,WRONG PARKING,63,2.38,2752
FKN00GL116329,5,2023-11-20,2023-12-03,2,Upparpet,CAR,NO PARKING,14,10.71,2753
FKN00GL3429,5,2024-03-12,2024-03-28,1,HAL Old Airport,SCOOTER,NO PARKING,17,8.82,2754
FKN00GL3428,5,2024-01-04,2024-02-12,3,Banaswadi,PASSENGER AUTO,NO PARKING,40,3.75,2755
FKN00GL15097,5,2023-11-29,2024-01-30,1,Vijayanagara,SCOOTER,WRONG PARKING,63,2.38,2756
FKN00GL150419,5,2023-11-21,2024-01-10,2,Mico Layout,CAR,NO PARKING,51,2.94,2757
FKN00GL150418,5,2023-11-22,2024-01-29,1,High ground,SCOOTER,NO PARKING,69,2.17,2758
FKN00GL150355,5,2023-11-22,2024-01-08,1,Rajajinagar,SCOOTER,NO PARKING,48,3.12,2759
FKN00GL1503,5,2023-11-11,2024-01-19,2,Hebbala,SCOOTER,NO PARKING,70,2.14,2760
FKN00GL57737,5,2023-11-15,2024-02-24,1,HAL Old Airport,SCOOTER,NO PARKING,102,1.47,2761
FKN00GL5771,5,2023-11-17,2024-04-04,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,140,1.07,2762
FKN00GL11609,5,2023-12-19,2024-03-21,1,Vijayanagara,SCOOTER,WRONG PARKING,94,1.6,2763
FKN00GL115633,5,2023-11-15,2024-01-18,1,HAL Old Airport,SCOOTER,NO PARKING,65,2.31,2764
FKN00GL114867,5,2023-12-19,2024-01-24,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,37,4.05,2765
FKN00GL114694,5,2023-11-21,2024-01-03,1,City Market,SCOOTER,WRONG PARKING,44,3.41,2766
FKN00GL57691,5,2023-11-15,2024-02-24,1,HAL Old Airport,SCOOTER,NO PARKING,102,1.47,2767
FKN00GL57657,5,2023-12-06,2024-02-24,1,HAL Old Airport,CAR,NO PARKING,81,1.85,2768
FKN00GL14846,5,2023-11-22,2024-03-27,1,City Market,SCOOTER,WRONG PARKING,127,1.18,2769
FKN00GL150287,5,2023-11-23,2023-12-19,1,Shivajinagar,SCOOTER,NO PARKING,27,5.56,2770
FKN00GL34139,5,2024-01-17,2024-03-07,2,Shivajinagar,MAXI-CAB,NO PARKING,51,2.94,2771
FKN00GL34018,5,2023-11-11,2024-02-12,2,City Market,PASSENGER AUTO,WRONG PARKING,94,1.6,2772
FKN00GL33939,5,2024-01-21,2024-04-01,2,City Market,SCOOTER,NO PARKING,72,2.08,2773
FKN00GL33869,5,2024-03-03,2024-04-02,1,Upparpet,SCOOTER,NO PARKING,31,4.84,2774
FKN00GL33708,5,2023-11-23,2024-04-01,3,Malleshwaram,PASSENGER AUTO,NO PARKING,131,1.15,2775
FKN00GL33620,5,2024-02-11,2024-04-05,2,Upparpet,SCOOTER,WRONG PARKING,55,2.73,2776
FKN00GL58232,5,2024-02-24,2024-02-24,1,Upparpet,CAR,WRONG PARKING,1,150.0,2777
FKN00GL114483,5,2023-11-16,2024-01-21,1,Vijayanagara,SCOOTER,WRONG PARKING,67,2.24,2778
FKN00GL114337,5,2023-11-28,2023-12-24,1,Malleshwaram,SCOOTER,WRONG PARKING,27,5.56,2779
FKN00GL114122,5,2023-11-28,2024-01-19,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,53,2.83,2780
FKN00GL57939,5,2024-02-24,2024-04-04,1,Electronic City,CAR,WRONG PARKING,41,3.66,2781
FKN00GL5792,5,2023-12-15,2024-04-06,1,Malleshwaram,CAR,WRONG PARKING,114,1.32,2782
FKN00GL57853,5,2024-03-17,2024-03-17,1,Adugodi,SCOOTER,NO PARKING,1,150.0,2783
FKN00GL57794,5,2023-12-08,2024-04-02,3,Halasur,CAR,NO PARKING,117,1.28,2784
FKN00GL3444,5,2023-11-14,2024-03-28,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,136,1.1,2785
FKN00GL3283,5,2023-11-18,2024-03-27,1,Shivajinagar,PASSENGER AUTO,NO PARKING,131,1.15,2786
FKN00GL1541,5,2023-11-16,2024-03-15,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,121,1.24,2787
FKN00GL153754,5,2023-12-15,2024-01-16,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,33,4.55,2788
FKN00GL33353,5,2023-12-13,2024-02-29,2,Shivajinagar,SCOOTER,WRONG PARKING,79,1.9,2789
FKN00GL15215,5,2023-11-24,2024-01-29,1,High ground,SCOOTER,NO PARKING,67,2.24,2790
FKN00GL152115,5,2023-12-14,2023-12-31,1,Rajajinagar,SCOOTER,NO PARKING,18,8.33,2791
FKN00GL15191,5,2023-11-17,2024-04-04,1,Shivajinagar,SCOOTER,WRONG PARKING,140,1.07,2792
FKN00GL151482,5,2023-11-28,2024-01-19,2,Upparpet,CAR,NO PARKING,53,2.83,2793
FKN00GL59402,5,2024-01-16,2024-03-21,1,Kodigehalli,SCOOTER,NO PARKING,66,2.27,2794
FKN00GL59215,5,2024-02-19,2024-04-01,1,Jnanabharathi,LGV,WRONG PARKING,43,3.49,2795
FKN00GL59019,5,2024-01-05,2024-04-06,1,HAL Old Airport,SCOOTER,WRONG PARKING,93,1.61,2796
FKN00GL58981,5,2024-02-24,2024-02-25,1,Electronic City,MOTOR CYCLE,NO PARKING,2,75.0,2797
FKN00GL58927,5,2024-02-24,2024-03-24,1,Shivajinagar,MOTOR CYCLE,NO PARKING,30,5.0,2798
FKN00GL58747,5,2023-11-25,2024-03-03,1,Upparpet,SCOOTER,NO PARKING,100,1.5,2799
FKN00GL5865,5,2024-01-17,2024-02-02,2,HAL Old Airport,SCOOTER,NO PARKING,17,8.82,2800
FKN00GL58630,5,2023-11-15,2024-03-18,2,Upparpet,CAR,WRONG PARKING,125,1.2,2801
FKN00GL60550,5,2023-11-18,2024-02-24,1,Basavanagudi,MOTOR CYCLE,NO PARKING,99,1.52,2802
FKN00GL153330,5,2023-11-24,2024-01-29,1,High ground,SCOOTER,NO PARKING,67,2.24,2803
FKN00GL15291,5,2023-12-21,2024-03-05,1,Jeevanbheemanagar,CAR,NO PARKING,76,1.97,2804
FKN00GL32685,5,2024-02-11,2024-03-18,1,Shivajinagar,SCOOTER,WRONG PARKING,37,4.05,2805
FKN00GL32649,5,2023-12-29,2024-03-27,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,90,1.67,2806
FKN00GL3253,5,2024-01-08,2024-03-13,1,Upparpet,CAR,WRONG PARKING,66,2.27,2807
FKN00GL3248,5,2023-12-07,2024-02-23,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,79,1.9,2808
FKN00GL32394,5,2023-12-19,2024-02-24,3,Sadashivanagar,CAR,WRONG PARKING,68,2.21,2809
FKN00GL60409,5,2023-11-30,2024-02-19,1,Upparpet,SCOOTER,WRONG PARKING,82,1.83,2810
FKN00GL60311,5,2024-02-26,2024-02-26,1,Adugodi,CAR,WRONG PARKING,1,150.0,2811
FKN00GL5978,5,2024-01-20,2024-04-06,1,Kodigehalli,MOTOR CYCLE,WRONG PARKING,78,1.92,2812
FKN00GL113875,5,2023-12-01,2024-01-04,1,Ashok Nagar,MOTOR CYCLE,NO PARKING,35,4.29,2813
FKN00GL113699,5,2023-11-16,2024-01-14,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,60,2.5,2814
FKN00GL33024,5,2023-12-17,2024-02-12,2,Mahadevapura,PASSENGER AUTO,NO PARKING,58,2.59,2815
FKN00GL3289,5,2024-03-09,2024-03-28,1,Cubbon Park,SCOOTER,NO PARKING,20,7.5,2816
FKN00GL32850,5,2023-12-05,2024-03-29,1,Wilson Garden,CAR,WRONG PARKING,116,1.29,2817
FKN00GL112607,5,2023-11-26,2023-12-02,2,Malleshwaram,CAR,NO PARKING,7,21.43,2818
FKN00GL61591,5,2023-11-22,2024-04-06,2,Malleshwaram,PASSENGER AUTO,WRONG PARKING,137,1.09,2819
FKN00GL61428,5,2023-11-11,2024-04-04,2,Shivajinagar,PASSENGER AUTO,NO PARKING,146,1.03,2820
FKN00GL61251,5,2023-12-21,2024-02-25,4,Chamarajpet,CAR,PARKING IN A MAIN ROAD,67,2.24,2821
FKN00GL61184,5,2023-12-08,2024-03-03,3,Chikkajala,CAR,NO PARKING,87,1.72,2822
FKN00GL61103,5,2023-12-29,2024-03-22,3,City Market,LGV,WRONG PARKING,85,1.76,2823
FKN00GL3228,5,2023-12-20,2024-03-24,1,Mahadevapura,MOTOR CYCLE,WRONG PARKING,96,1.56,2824
FKN00GL15597,5,2023-11-14,2024-02-27,3,Mahadevapura,MAXI-CAB,WRONG PARKING,106,1.42,2825
FKN00GL15548,5,2023-12-13,2024-01-23,1,Banashankari,SCOOTER,NO PARKING,42,3.57,2826
FKN00GL155476,5,2023-11-25,2024-01-14,2,Malleshwaram,SCOOTER,WRONG PARKING,51,2.94,2827
FKN00GL155225,5,2023-11-27,2024-01-01,1,Shivajinagar,SCOOTER,NO PARKING,36,4.17,2828
FKN00GL15493,5,2023-11-24,2024-03-12,2,Banaswadi,PASSENGER AUTO,NO PARKING,110,1.36,2829
FKN00GL1547,5,2023-12-05,2024-03-15,2,Shivajinagar,PASSENGER AUTO,NO PARKING,102,1.47,2830
FKN00GL6099,5,2023-11-21,2024-02-13,1,Upparpet,SCOOTER,NO PARKING,85,1.76,2831
FKN00GL60886,5,2024-02-17,2024-03-11,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,24,6.25,2832
FKN00GL60844,5,2023-12-31,2024-04-06,1,Upparpet,PASSENGER AUTO,WRONG PARKING,98,1.53,2833
FKN00GL61649,5,2023-11-19,2024-04-06,2,Malleshwaram,SCOOTER,WRONG PARKING,140,1.07,2834
FKN00GL61635,5,2024-01-16,2024-03-11,4,Devanahalli Airport,CAR,NO PARKING,56,2.68,2835
FKN00GL113012,5,2023-11-12,2024-01-19,1,Upparpet,JEEP,NO PARKING,69,2.17,2836
FKN00GL11299,5,2023-12-10,2024-03-27,1,City Market,MOTOR CYCLE,WRONG PARKING,109,1.38,2837
FKN00GL15457,5,2024-01-17,2024-02-20,1,Magadi Road,GOODS AUTO,NO PARKING,35,4.29,2838
FKN00GL154497,5,2023-11-28,2024-01-19,1,High ground,SCOOTER,WRONG PARKING,53,2.83,2839
FKN00GL3221,5,2023-12-30,2024-03-22,1,Mahadevapura,MOTOR CYCLE,WRONG PARKING,84,1.79,2840
FKN00GL3220,5,2024-01-30,2024-02-23,1,Vijayanagara,SCOOTER,WRONG PARKING,25,6.0,2841
FKN00GL32157,5,2024-01-12,2024-04-03,1,Malleshwaram,CAR,WRONG PARKING,83,1.81,2842
FKN00GL32150,5,2024-02-11,2024-02-11,1,Upparpet,SCOOTER,WRONG PARKING,1,150.0,2843
FKN00GL3215,5,2023-12-01,2024-02-24,1,Vijayanagara,SCOOTER,WRONG PARKING,86,1.74,2844
FKN00GL3205,5,2023-11-29,2024-03-03,1,Vijayanagara,SCOOTER,NO PARKING,96,1.56,2845
FKN00GL31970,5,2023-11-27,2024-04-01,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,127,1.18,2846
FKN00GL31938,5,2024-01-02,2024-03-10,1,Jeevanbheemanagar,MAXI-CAB,NO PARKING,69,2.17,2847
FKN00GL3190,5,2024-01-16,2024-02-01,1,Vijayanagara,CAR,WRONG PARKING,17,8.82,2848
FKN00GL112774,5,2023-11-18,2023-11-21,1,Rajajinagar,SCOOTER,WRONG PARKING,4,37.5,2849
FKN00GL111848,5,2023-11-13,2024-01-05,1,Upparpet,MOTOR CYCLE,WRONG PARKING,54,2.78,2850
FKN00GL111841,5,2023-11-28,2024-01-11,1,Vijayanagara,SCOOTER,NO PARKING,45,3.33,2851
FKN00GL111827,5,2023-11-22,2023-12-14,1,Shivajinagar,SCOOTER,WRONG PARKING,23,6.52,2852
FKN00GL111820,5,2023-11-29,2023-12-13,1,Hebbala,MOTOR CYCLE,NO PARKING,15,10.0,2853
FKN00GL31768,5,2023-11-20,2024-02-10,2,Malleshwaram,CAR,NO PARKING,83,1.81,2854
FKN00GL31752,5,2023-11-14,2024-03-31,1,Upparpet,LGV,WRONG PARKING,139,1.08,2855
FKN00GL31747,5,2023-11-20,2024-02-10,1,Vijayanagara,SCOOTER,WRONG PARKING,83,1.81,2856
FKN00GL31693,5,2023-11-11,2024-03-14,1,Vijayanagara,GOODS AUTO,WRONG PARKING,125,1.2,2857
FKN00GL3167,5,2023-12-25,2024-04-04,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,102,1.47,2858
FKN00GL31623,5,2024-03-03,2024-04-07,1,Shivajinagar,SCOOTER,WRONG PARKING,36,4.17,2859
FKN00GL31435,5,2023-11-24,2024-03-12,1,Magadi Road,LGV,WRONG PARKING,110,1.36,2860
FKN00GL6239,5,2023-12-22,2024-02-02,2,V.V.Puram (C.Pet),SCOOTER,WRONG PARKING,43,3.49,2861
FKN00GL62155,5,2023-11-29,2024-04-01,1,Upparpet,CAR,NO PARKING,125,1.2,2862
FKN00GL62135,5,2024-01-14,2024-03-16,1,City Market,LGV,NO PARKING,63,2.38,2863
FKN00GL61979,5,2023-11-15,2024-03-20,1,Electronic City,SCOOTER,WRONG PARKING,127,1.18,2864
FKN00GL61711,5,2023-12-14,2024-04-06,1,Upparpet,CAR,NO PARKING,115,1.3,2865
FKN00GL6320,5,2023-12-08,2024-03-17,1,Shivajinagar,PASSENGER AUTO,NO PARKING,101,1.49,2866
FKN00GL62962,5,2024-02-26,2024-03-18,1,City Market,SCOOTER,WRONG PARKING,22,6.82,2867
FKN00GL31403,5,2024-01-06,2024-04-07,1,K.R. Pura,PASSENGER AUTO,WRONG PARKING,93,1.61,2868
FKN00GL31384,5,2023-11-18,2024-04-01,1,Shivajinagar,SCOOTER,WRONG PARKING,136,1.1,2869
FKN00GL31220,5,2024-02-10,2024-03-05,1,K.R. Pura,PASSENGER AUTO,PARKING IN A MAIN ROAD,25,6.0,2870
FKN00GL31212,5,2023-11-23,2024-02-28,5,Ashok Nagar,CAR,WRONG PARKING,98,1.53,2871
FKN00GL15891,5,2024-01-22,2024-03-31,1,Malleshwaram,CAR,NO PARKING,70,2.14,2872
FKN00GL15868,5,2023-11-17,2024-03-26,3,Magadi Road,SCOOTER,WRONG PARKING,131,1.15,2873
FKN00GL15840,5,2023-12-02,2024-01-22,1,K.R. Pura,SCOOTER,NO PARKING,52,2.88,2874
FKN00GL15687,5,2024-01-18,2024-04-04,1,Jeevanbheemanagar,LGV,NO PARKING,78,1.92,2875
FKN00GL156810,5,2023-12-16,2024-01-08,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,24,6.25,2876
FKN00GL15637,5,2024-01-18,2024-02-13,1,Madiwala,GOODS AUTO,NO PARKING,27,5.56,2877
FKN00GL15636,5,2024-01-22,2024-03-11,1,Madiwala,CAR,NO PARKING,50,3.0,2878
FKN00GL6275,5,2024-02-02,2024-03-18,1,City Market,SCOOTER,WRONG PARKING,46,3.26,2879
FKN00GL112226,5,2023-11-16,2024-01-19,1,High ground,SCOOTER,WRONG PARKING,65,2.31,2880
FKN00GL111963,5,2023-11-29,2023-12-22,1,Ashok Nagar,SCOOTER,NO PARKING,24,6.25,2881
FKN00GL64235,5,2024-03-01,2024-04-06,1,HAL Old Airport,SCOOTER,WRONG PARKING,37,4.05,2882
FKN00GL64024,5,2024-02-26,2024-03-14,2,Upparpet,PRIVATE BUS,WRONG PARKING,18,8.33,2883
FKN00GL111722,5,2023-12-19,2024-01-18,1,Jalahalli,SCOOTER,WRONG PARKING,31,4.84,2884
FKN00GL111676,5,2023-11-22,2024-01-25,1,City Market,LGV,WRONG PARKING,65,2.31,2885
FKN00GL111348,5,2023-12-02,2023-12-27,1,Malleshwaram,SCOOTER,WRONG PARKING,26,5.77,2886
FKN00GL31180,5,2024-01-01,2024-02-19,1,Kodigehalli,SCOOTER,NO PARKING,50,3.0,2887
FKN00GL30929,5,2024-02-10,2024-02-10,1,HAL Old Airport,CAR,WRONG PARKING,1,150.0,2888
FKN00GL3085,5,2023-11-28,2024-01-29,1,High ground,SCOOTER,NO PARKING,63,2.38,2889
FKN00GL30834,5,2023-12-23,2024-02-23,1,Upparpet,SCOOTER,NO PARKING,63,2.38,2890
FKN00GL30789,5,2023-12-26,2024-02-10,1,Hebbala,SCOOTER,NO PARKING,47,3.19,2891
FKN00GL30730,5,2024-01-18,2024-02-10,1,Sheshadripuram,SCOOTER,NO PARKING,24,6.25,2892
FKN00GL63988,5,2023-11-18,2024-03-18,1,K.R. Pura,GOODS AUTO,NO PARKING,122,1.23,2893
FKN00GL6384,5,2024-01-09,2024-03-06,2,City Market,LGV,WRONG PARKING,58,2.59,2894
FKN00GL63681,5,2024-01-20,2024-02-26,2,Devanahalli Airport,CAR,WRONG PARKING,38,3.95,2895
FKN00GL63634,5,2024-02-20,2024-03-22,2,Chikkajala,MAXI-CAB,NO PARKING,32,4.69,2896
FKN00GL63524,5,2024-01-11,2024-02-26,1,Basavanagudi,SCOOTER,WRONG PARKING,47,3.19,2897
FKN00GL110823,5,2023-11-16,2024-01-16,1,Upparpet,CAR,NO PARKING,62,2.42,2898
FKN00GL11078,5,2023-12-14,2024-02-23,1,Rajajinagar,MOTOR CYCLE,WRONG PARKING,72,2.08,2899
FKN00GL110772,5,2023-11-12,2024-01-16,1,Upparpet,CAR,NO PARKING,66,2.27,2900
FKN00GL3055,5,2023-12-29,2024-04-05,1,Magadi Road,SCOOTER,WRONG PARKING,99,1.52,2901
FKN00GL30447,5,2024-01-04,2024-03-30,5,Chamarajpet,CAR,WRONG PARKING,87,1.72,2902
FKN00GL161864,5,2023-12-20,2024-01-26,2,Shivajinagar,PASSENGER AUTO,NO PARKING,38,3.95,2903
FKN00GL16167,5,2023-11-22,2024-01-30,1,City Market,SCOOTER,WRONG PARKING,70,2.14,2904
FKN00GL161641,5,2023-12-22,2024-01-10,1,Rajajinagar,LGV,WRONG PARKING,20,7.5,2905
FKN00GL161564,5,2023-11-29,2024-01-06,1,Pulikeshinagar(F.Town),SCOOTER,NO PARKING,39,3.85,2906
FKN00GL161079,5,2023-12-21,2024-01-20,1,Upparpet,CAR,WRONG PARKING,31,4.84,2907
FKN00GL16095,5,2023-12-27,2024-01-22,1,Rajajinagar,MOTOR CYCLE,NO PARKING,27,5.56,2908
FKN00GL160235,5,2023-12-19,2024-01-06,1,Rajajinagar,MOTOR CYCLE,NO PARKING,19,7.89,2909
FKN00GL159302,5,2023-12-19,2023-12-26,1,R.T. Nagar,CAR,NO PARKING,8,18.75,2910
FKN00GL30283,5,2023-11-23,2024-03-04,1,Chamarajpet,PASSENGER AUTO,NO PARKING,103,1.46,2911
FKN00GL64285,5,2024-02-26,2024-02-29,1,City Market,MOTOR CYCLE,WRONG PARKING,4,37.5,2912
FKN00GL64242,5,2024-01-09,2024-04-07,1,City Market,SCOOTER,WRONG PARKING,90,1.67,2913
FKN00GL6540,5,2023-11-17,2024-02-02,1,Rajajinagar,SCOOTER,WRONG PARKING,78,1.92,2914
FKN00GL65096,5,2023-12-30,2024-03-11,1,Upparpet,PASSENGER AUTO,WRONG PARKING,73,2.05,2915
FKN00GL30242,5,2024-02-09,2024-04-05,1,Kodigehalli,MOTOR CYCLE,WRONG PARKING,57,2.63,2916
FKN00GL3023,5,2024-02-29,2024-03-30,1,Upparpet,SCOOTER,WRONG PARKING,31,4.84,2917
FKN00GL30202,5,2023-12-14,2024-03-30,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,108,1.39,2918
FKN00GL30116,5,2024-02-18,2024-03-18,1,Upparpet,CAR,NO PARKING,30,5.0,2919
FKN00GL3005,5,2023-12-22,2024-01-29,1,High ground,SCOOTER,WRONG PARKING,39,3.85,2920
FKN00GL29959,5,2024-01-26,2024-03-30,1,City Market,SCOOTER,NO PARKING,65,2.31,2921
FKN00GL29949,5,2024-01-10,2024-03-31,1,City Market,SCOOTER,NO PARKING,82,1.83,2922
FKN00GL16485,5,2023-11-22,2024-03-07,2,City Market,SCOOTER,WRONG PARKING,107,1.4,2923
FKN00GL1648,5,2023-11-19,2023-11-25,1,Shivajinagar,SCOOTER,NO PARKING,7,21.43,2924
FKN00GL16471,5,2023-12-21,2024-03-12,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,83,1.81,2925
FKN00GL164496,5,2023-12-25,2024-01-24,1,Rajajinagar,MOTOR CYCLE,WRONG PARKING,31,4.84,2926
FKN00GL65055,5,2023-12-12,2024-02-27,1,Vijayanagara,SCOOTER,WRONG PARKING,78,1.92,2927
FKN00GL64987,5,2023-12-07,2024-02-27,1,HAL Old Airport,CAR,WRONG PARKING,83,1.81,2928
FKN00GL6493,5,2024-02-02,2024-02-02,1,Kodigehalli,MOTOR CYCLE,WRONG PARKING,1,150.0,2929
FKN00GL6628,5,2024-02-02,2024-02-02,1,Kodigehalli,SCOOTER,WRONG PARKING,1,150.0,2930
FKN00GL66250,5,2024-01-05,2024-04-07,1,Rajajinagar,CAR,WRONG PARKING,94,1.6,2931
FKN00GL66186,5,2023-12-12,2024-04-07,1,Rajajinagar,LGV,WRONG PARKING,118,1.27,2932
FKN00GL66158,5,2023-11-27,2024-03-03,1,K.G. Halli,LGV,NO PARKING,98,1.53,2933
FKN00GL110279,5,2023-11-29,2024-01-05,1,HAL Old Airport,MOTOR CYCLE,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,38,3.95,2934
FKN00GL11018,5,2024-01-26,2024-03-10,2,Hulimavu,LGV,WRONG PARKING,45,3.33,2935
FKN00GL109860,5,2023-11-16,2024-01-04,1,Upparpet,MOTOR CYCLE,NO PARKING,50,3.0,2936
FKN00GL10986,5,2023-11-13,2024-01-26,2,Upparpet,MOPED,NO PARKING,75,2.0,2937
FKN00GL10985,5,2023-11-11,2024-01-27,2,Upparpet,PASSENGER AUTO,NO PARKING,78,1.92,2938
FKN00GL109797,5,2023-11-12,2024-01-22,1,Malleshwaram,PASSENGER AUTO,WRONG PARKING,72,2.08,2939
FKN00GL66147,5,2024-02-27,2024-03-12,1,V.V.Puram (C.Pet),SCOOTER,NO PARKING,15,10.0,2940
FKN00GL6614,5,2023-12-22,2024-02-13,4,Rajajinagar,CAR,WRONG PARKING,54,2.78,2941
FKN00GL66041,5,2023-12-18,2024-03-02,3,Hebbala,CAR,NO PARKING,76,1.97,2942
FKN00GL6596,5,2024-02-29,2024-04-01,1,Mico Layout,PASSENGER AUTO,NO PARKING,33,4.55,2943
FKN00GL65858,5,2024-01-02,2024-03-01,2,HAL Old Airport,SCOOTER,NO PARKING,60,2.5,2944
FKN00GL65634,5,2023-11-15,2024-03-20,1,HAL Old Airport,SCOOTER,WRONG PARKING,127,1.18,2945
FKN00GL66523,5,2023-11-17,2024-03-11,1,Malleshwaram,PASSENGER AUTO,WRONG PARKING,116,1.29,2946
